id,trigger,conditions,script,text,options,notes
tOffCargoScanHostile,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile","ShowDefaultVisual
EndConversation","However, instead of proceeding with the scan, the $faction $fleetName shuts down comms and powers up combat systems.",,
tOffCargoScanHostileStronger,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile
$entity.relativeStrength < 0","MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
ShowDefaultVisual
EndConversation","However, instead of proceeding with the scan, the $faction $fleetName shuts down comms and powers up combat systems.",,
tOffCargoScanPods,TOffScanResult,$scan_podsFound score:1000,unset $scan_podsFound,"The $faction $personRank pauses and looks off-screen.

""But what about these cargo pods, which, let me check - why, they do contain illegal cargo. Not yours, are they? No? Excellent. We'll be confiscating the contents, then.""",0:tOff_podsCont:Continue,
tOffCargoScanPodsCont,DialogOptionSelected,$option == tOff_podsCont,FireBest TOffScanResult,,,
tOffCargoScanClean,TOffScanResult,"!$scan_contrabandFound
!$scan_suspiciousCargoFound",,"$PersonRank $personName looks vaguely displeased.

""If I catch you running with the transponder off again, you won't get off so easily.""

The comm link is cut before you have a chance to respond.",0:tOff_cleanCont1:Continue,
tOffCargoScanSuspicious,TOffScanResult,$scan_suspiciousCargoFound,,"While the scan finds no overt contraband, the quantity of cargo found, combined with indirect evidence of your prior black market activities, is enough to raise suspicions.

It is not, however, enough to do anything about. Correspondingly, $personRank $personName looks displeased.

""I'll see you again, you can be sure of it,"" $heOrShe grinds out before cutting the comm link.",0:tOff_cleanCont1:Continue,
tOffCargoScanClean2,DialogOptionSelected,$option == tOff_cleanCont1,"MakeOtherFleetPreventDisengage tOff false
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
ShowDefaultVisual
EndConversation NO_CONTINUE
$sourceMarket.smugglingScanTimeout = true 30",,,
tOffCargoScanContraband,TOffScanResult,$scan_contrabandFound score:10,,"""Well, well. Just as I suspected, we've got a smuggler here. Per standard $faction procedure, you're required to eject the contraband into space, for pickup or incineration at the discretion of the patrol commander.""

$PersonRank $personLastName looks rather pleased, and you suspect that ""pickup"" rather than ""incineration"" might be the order of the day.","0:tOff_comply_contraband:Surrender the contraband and cut the comm link
1:tOff_refuse:Refuse and cut the comm link",
tOffCargoScanContrabandSurrender,DialogOptionSelected,$option == tOff_comply_contraband,"CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage tOff false
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
ShowDefaultVisual
EndConversation
$sourceMarket.smugglingScanTimeout = true 30",,,
tOffRefuse,DialogOptionSelected,$option == tOff_refuse,"$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv
AdjustRep $faction.id TRANSPONDER_OFF_REFUSE
AdjustRepActivePerson TRANSPONDER_OFF_REFUSE
MakeHostileWhileTOff tOff true 7
ShowDefaultVisual
EndConversation
$sourceMarket.smugglingScanTimeout = true 30",,,
# cargo scan from smuggling suspicion,,,,,,
cargoScanInitial,BeginFleetEncounter,"!$cargoScan_didAlready
!$isHostile
$pursuePlayer_smugglingScan score:50","$cargoScan_didAlready = true 0
MakeOtherFleetPreventDisengage cargoScan true
MakeOtherFleetAggressive cargoScan true
unset $ignorePlayerCommRequests
$cargoScanConv = true 0
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
cargoScanFirstComms,OpenCommLink,$entity.cargoScanConv score:100,"AddText ""\""Attention: your fleet matches the profile of a suspected smuggler posted by $market authorities. You're hereby ordered to submit to a cargo scan.\""""
",,"0:cargoScan_comply:Allow the scan
1:cargoScan_refuse:Refuse and cut the comm link",
,,,,,,
cargoScanStart,DialogOptionSelected,$option == cargoScan_comply,"AddText ""After a brief wait, the $faction $otherFleetName transmits the scan results.""
CargoScan
FireBest CargoScanResult",,,
cargoScanPods,CargoScanResult,$scan_podsFound score:1000,unset $scan_podsFound,"The $faction $personRank pauses and looks off-screen.

""But what about these cargo pods, which, let me check - why, they do contain illegal cargo. Not yours, are they? No? Excellent. We'll be confiscating the contents, then.""",0:scan_podsCont:Continue,
cargoScanPodsCont,DialogOptionSelected,$option == scan_podsCont,FireBest CargoScanResult,,,
cargoScanClean,CargoScanResult,"!$scan_contrabandFound
!$scan_suspiciousCargoFound",,"$PersonRank $personName looks vaguely displeased.

""Well, everything looks clean this time.""

The comm link is cut before you have a chance to respond.",0:cargoScan_cleanCont:Continue,
cargoScanSuspicious,CargoScanResult,$scan_suspiciousCargoFound,,"While the scan finds no overt contraband, the quantity of cargo found, combined with indirect evidence of your prior black market activities, is enough to raise suspicions.

It is not, however, enough to do anything about. Correspondingly, $personRank $personName looks displeased.

""I'll see you again, you can be sure of it,"" $heOrShe grinds out before cutting the comm link.",0:cargoScan_cleanCont:Continue,
cargoScanClean2,DialogOptionSelected,$option == cargoScan_cleanCont,"MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
ShowDefaultVisual
EndConversation NO_CONTINUE",,,
cargoScanContraband,CargoScanResult,$scan_contrabandFound score:10,,"""Well, well. Just as I suspected, we've got a smuggler here. Per standard $faction procedure, you're required to eject the contraband into space, for pickup or incineration at the discretion of the patrol commander.""

$personRank $personLastName looks rather pleased, and you suspect that ""pickup"" rather than ""incineration"" might be the order of the day.","0:cargoScan_comply_contraband:Surrender the contraband and cut the comm link
1:cargoScan_refuse:Refuse and cut the comm link",
cargoScanContrabandSurrender,DialogOptionSelected,$option == cargoScan_comply_contraband,"CargoScanApplyResult $scan_cargoScanResult
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
ShowDefaultVisual
EndConversation",,,
cargoScanRefuse,DialogOptionSelected,$option == cargoScan_refuse,"$entity.ignorePlayerCommRequests = true 0
unset $entity.cargoScanConv
unset $entity.pursuePlayer_smugglingScan
$entity.smugglingScanComplete = true 1
AdjustRep $faction.id CARGO_SCAN_REFUSE
AdjustRepActivePerson CARGO_SCAN_REFUSE
ShowDefaultVisual
EndConversation",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
# Smuggling investigation inspector,,,,,,
ise_greetingTOn,PickGreeting,"$ise_investigator
$player.transponderOn
!CallEvent $ise_eventRef paidBribe",ShowPersonVisual,"After a short wait, your connection request is accepted.

$personName looks at you suspiciously.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation, and have no time for idle chatter.""

You get the feeling that you might get further if you came into port without broadcasting your identity via the transponder.",0:cutCommLink:Cut the comm link,
ise_greetingTOff,PickGreeting,"$ise_investigator
!$player.transponderOn
!CallEvent $ise_eventRef paidBribe","ShowPersonVisual
FireAll PopulateOptionsISE","After a short wait, your connection request is accepted.

$personName looks at you for a moment or two before speaking.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation.""",,
ise_greetingPaid,PickGreeting,"$ise_investigator
CallEvent $ise_eventRef paidBribe",EndConversation,"After a short wait, your connection request is rejected.",,
ise_offerBribe,PopulateOptionsISE,,,,"0:ise_offerBribe:""I understand running a thorough investigation can be expensive...""
1:cutCommLink:Cut the comm link",
ise_offerBribeSel,DialogOptionSelected,"$option == ise_offerBribe
$player.credits >= $ise_bribeAmount",SetTextHighlights $ise_bribeAmountDGS,"""I'm so glad to meet someone who understands the issues.

Having proper funding - say, an extra $ise_bribeAmountDGS credits - would ensure that this investigation could reach a speedy and satisfactory conclusion.""","0:ise_offerBribeAmount:Offer a ""donation"" of $ise_bribeAmountDGS credits
1:cutCommLink:Cut the comm link",
ise_offerBribeSelNotEnough,DialogOptionSelected,$option == ise_offerBribe,SetTextHighlights $ise_bribeAmountDGS,"""Your interest in the matter is duly noted, but it doesn't sound like you're really ready to help me resolve this misunderstanding. Something more like, oh, $ise_bribeAmountDGS credits? That could facilitate a proper investigation.""

""Now I have fascinating reports about you to read over, so come back when you're serious.""",0:cutCommLink:Cut the comm link,
ise_offerBribeAmountSel,DialogOptionSelected,$option == ise_offerBribeAmount,"AddText ""Lost $ise_bribeAmountDGS credits"" textEnemyColor
AddText ""\""Thank you, citizen. I'm sure my investigation will reach a proper conclusion in due time.\""""
SubCredits $ise_bribeAmount
CallEvent $ise_eventRef setBribePaid",,0:cutCommLink:Cut the comm link,
# Good reputation with other faction investigation inspector,,,,,,
igr_greetingTOn,PickGreeting,"$igr_investigator
$player.transponderOn
!CallEvent $igr_eventRef paidBribe",ShowPersonVisual,"After a short wait, your connection request is accepted.

$personName looks at you suspiciously.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation, and have no time for idle chatter. Certainly not with someone that's known to be a person of interest.""

The slight emphasis on ""known"" gives you the feeling that you might get further if you came into port without broadcasting your identity via the transponder.",0:cutCommLink:Cut the comm link,
igr_greetingTOff,PickGreeting,"$igr_investigator
!$player.transponderOn
!CallEvent $igr_eventRef paidBribe",ShowPersonVisual,"After a short wait, your connection request is accepted.

$personName looks at you for a moment or two before speaking.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation.""","0:igr_offerBribe:""I just want to make sure you have the resources for a thorough investigation...""
1:cutCommLink:Cut the comm link",
igr_greetingPaid,PickGreeting,"$igr_investigator
CallEvent $igr_eventRef paidBribe",EndConversation,"After a short wait, your connection request is rejected.",,
igr_greetingReject,PickGreeting,"$igr_investigator
$personFaction.numGRInvestigations >= 2 score:100",ShowPersonVisual,"After a short wait, your connection request is accepted.

$personName looks at you for a moment or two before speaking.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation.""","0:igr_offerBribe:""I just want to make sure you have the resources for a thorough investigation...""
1:cutCommLink:Cut the comm link",
igr_offerBribeSel,DialogOptionSelected,"$option == igr_offerBribe
$player.credits >= $igr_bribeAmount",SetTextHighlights $igr_bribeAmountDGS,"""I'm so glad to meet someone who understands the difficulties involved.

Having proper funding - say, an extra $igr_bribeAmountDGS credits - would ensure that this investigation could reach a speedy and satisfactory conclusion.""","0:igr_offerBribeAmount:Offer a ""donation"" of $igr_bribeAmountDGS credits
1:cutCommLink:Cut the comm link",
igr_offerBribeRejectedSel,DialogOptionSelected,"$option == igr_offerBribe
$personFaction.numGRInvestigations >= 2 score:100",,"""Your concern is noted, citizen, but $thePersonFaction is providing me with all the resources I need.""",0:cutCommLink:Cut the comm link,
igr_offerBribeSelNotEnough,DialogOptionSelected,$option == igr_offerBribe,SetTextHighlights $igr_bribeAmountDGS,"""Your interest in the matter is duly noted, but it doesn't sound like you're really ready to help me resolve this misunderstanding. Something more like, oh, $ise_bribeAmountDGS credits? That could facilitate a proper investigation."" 

""Now I have some fascinating reports about you to review, so come back when you're serious.""",0:cutCommLink:Cut the comm link,
igr_offerBribeAmountSel,DialogOptionSelected,$option == igr_offerBribeAmount,"AddText ""Lost $igr_bribeAmountDGS credits"" textEnemyColor
AddText ""\""Thank you, citizen. I'm sure my investigation will reach a proper conclusion in due time.\""""
SubCredits $igr_bribeAmount
CallEvent $igr_eventRef setBribePaid
FireBest IGRBribeEnd",,,
igr_offerBribeAccepedEndWarning,IGRBribeEnd,$personFaction.numGRInvestigations == 1,,"$personName hesitates and switches to a more secure channel before speaking.

""I'm telling you this because I don't want you to think that I haven't been looking out for you. There's considerable pressure from the top for this investigation to reach certain conclusions.

Should there be another $personFaction investigation into your ties with any other factions, I don't think you'll be able to influence the outcome.""",0:cutCommLink:Cut the comm link,
igr_offerBribeAccepedEndNormal,IGRBribeEnd,,,,0:cutCommLink:Cut the comm link,
,,,,,,
remnantStationFleetOpenDefault,BeginFleetEncounter,"$isStation
$faction.id == remnant
!$printedDesc",$printedDesc = true 0,"The grim expanse of the remnant battlestation fills your viewscreen. A bridge officer re-scales the tactical target display so that its entire mass can be seen at once. 

A relic from the First AI War, the station nonetheless appears to be fully armed and operational.

The combat analysis system churns for a few seconds and then beeps angrily instead of producing the usual range of tactical recommendations.",,
remnantStationFleetOpenDamaged,BeginFleetEncounter,"$isStation
$damagedStation
$faction.id == remnant
!$printedDesc",$printedDesc = true 0,"The grim expanse of the remnant battlestation fills your viewscreen. A bridge officer re-scales the tactical target display so that its entire mass can be seen at once. 

A relic from the First AI War, the station's long arc gapes with empty sockets where weapons platforms and citadels once present. Despite the obvious damage, the station is armed and operational.

The combat analysis system churns for a few seconds and then beeps angrily instead of producing the usual range of tactical recommendations.",,
# SALVAGE,,,,,,
sal_default,OpenInteractionDialog,$tag:salvageable,"SalvageGenFromSeed
FireBest ShowSalvageEntityDetails
FireBest SalvageCheckHostile",,,
sal_derelictDefault,OpenInteractionDialog,"$tag:salvageable
$faction.id == derelict","SalvageGenFromSeed
FireBest ShowSalvageEntityDetails
FireBest SalvageCheckHostile",Your $shipOrFleet approaches a $nameInText left from the initial Domain exploration of the Sector.,,
sal_scavengeDebris,OpenInteractionDialog,"$tag:salvageable
$customType == debris_field_shared score:100","SalvageGenFromSeed
ShowDefaultVisual
SalvageEntity descDebris
FireBest SalvageCheckHostile",Your $shipOrFleet assumes a stable orbit relative to the debris field.,,
,,,,,,
sal_hostileNearby,SalvageCheckHostile,HostileFleetNearbyAndAware,SetShortcut defaultLeave ESCAPE,"A nearby hostile fleet is tracking your movements, making exploration impossible.",100:defaultLeave:Leave,
sal_noHostileNearby,SalvageCheckHostile,!HostileFleetNearbyAndAware,FireAll PopulateSalvageOptions1,,,
,,,,,,
# Details/description printed on initial interaction,,,,,,
sal_defaultDetails,ShowSalvageEntityDetails,,"ShowDefaultVisual
PrintDescription 1",,,
sal_probeDetails,ShowSalvageEntityDetails,$customType == derelict_probe,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo","Pitted by small impacts, the probe's hull displays iridescence typical of fearsome radiation scarring. Though this probe's manufacture could well date to a thousand cycles ago, some systems are still nominally active.",,
sal_surveyShipDetails,ShowSalvageEntityDetails,$customType == derelict_survey_ship,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo",The ancient Domain-era automated survey ship has been ravaged by centuries of exposure to charged particles and high velocity impacts of interstellar dust. Some systems still appear to be nominally active.,,
sal_mothershipDetails,ShowSalvageEntityDetails,$customType == derelict_mothership,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo","The vast bulk of the automated exploration mothership is burned and battered by centuries of service to the Domain, a drifting forgotten hulk, though sensors indicate that some systems are still nominally active.",,
sal_derelictDefConstructionInfo,DerelictPrintExtraInfo,$global.defeatedDerelictStr >= 50,,"Sensor returns indicate unusually short-lived charged particles near the derelict. Density distribution in the internal structure has also changed from patterns extrapolated from your previous encounters with Domain-era exploration vessels, as if internal masses have been removed or intentionally redistributed.",,
sal_wreckDetails,ShowSalvageEntityDetails,$customType == wreck,"ShowDefaultVisual
PrintWreckDescription",,,
,,,,,,
# Explore/Leave options and actions,,,,,,
sal_defaultLeave1,PopulateSalvageOptions1,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:Leave,
sal_explore,PopulateSalvageOptions1,$customType != debris_field_shared,,,0:salExplore:Explore,
sal_assess,PopulateSalvageOptions1,$customType == debris_field_shared,,,0:salExplore:Assess,
sal_defenders,DialogOptionSelected,"$option == salExplore
$hasDefenders",FireBest TriggerAutomatedDefenses,,,
sal_noDefenders,DialogOptionSelected,$option == salExplore,FireBest CheckSalvageSpecial,,,
,,,,,,
# Descriptions of automated defenders,,,,,,
sal_printDefaultDefenders,TriggerAutomatedDefenses,,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, new energy signatures are detected near the $shortName.",,
sal_printDebrisDefenders,TriggerAutomatedDefenses,$customType == debris_field_shared,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, new energy signatures are detected near a larger pieces of debris.",,
sal_triggerProbeDefenders,TriggerAutomatedDefenses,$customType == derelict_probe,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, several energy signatures are detected coming online inside the probe's hold.",,
sal_triggerSurveyShipDefenders,TriggerAutomatedDefenses,$customType == derelict_survey_ship,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, multiple energy signatures are detected coming online from various points on and within the flayed hull of the survey ship.",,
sal_triggerMothershipDefendersBoth,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation
$hasNonStation",SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, numerous strong energy signatures are detected coming online inside the darkened work-bays of the mothership's vast hulk. Your sensors also detect several weapon empacements powering up on the mothership itself.",,
sal_triggerMothershipDefendersOnlyDrones,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasNonStation",SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, numerous strong energy signatures are detected coming online inside the darkened work-bays of the mothership's vast hulk.",,
sal_triggerMothershipDefendersOnlyItself,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation",SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, your sensors detect several weapon empacements powering up in darkened crevasses on the mothership's vast hulk.",,
,,,,,,
"# Checking whether salvage results in a ""special"" find. This is where SalvageDefenderInteraction returns to.",,,,,,
sal_continuePostDefenders,BeatDefendersContinue,,,Your $shipOrFleet finishes its approach to the $nameInText without further incident.,0:salBeatDefendersContinue:Continue,
sal_continuePostDefendersDerelict,BeatDefendersContinue,$faction.id == derelict,,"As your $shipOrFleet finishes mopping up the automated defenses, a weak hyperwave ping is detected coming from the $shortName. It's unclear if this is random noise from a dying subsystem or some kind of encrypted signal.

Your $shipOrFleet finishes its approach to the $nameInText without further incident.",0:salBeatDefendersContinue:Continue,
sal_continuePostDefendersSelected,DialogOptionSelected,$option == salBeatDefendersContinue,FireBest CheckSalvageSpecial,,,
sal_checkSpecialFound,CheckSalvageSpecial,$salvageSpecialData != null,"ShowDefaultVisual
SalvageSpecialInteraction",,,
,,,,,,
"# If no special, go right to salvage. If there was a special, ""Continue"" to go to salvage",,,,,,
sal_checkSpecialNoneFound,CheckSalvageSpecial,,"ShowDefaultVisual
FireBest BeginSalvage",,,
sal_specialFinished,SalvageSpecialFinished,,,,0:salSpecialContinue:Continue,
sal_specialContinueSelected,DialogOptionSelected,$option == salSpecialContinue,FireBest BeginSalvage,,,
sal_specialFinishedNoContinue,SalvageSpecialFinishedNoContinue,,FireBest BeginSalvage,,,
,,,,,,
# Actual salvage process,,,,,,
sal_showRatingAndCost,BeginSalvage,,"SalvageEntity showCost
FireAll PopulateSalvageOptions2",,,
sal_optionLeave,PopulateSalvageOptions2,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:Leave,
sal_optionSalvageDisabledCost,PopulateSalvageOptions2,"!$canSalvage
!$canAffordSalvage
$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""Your fleet does not have the necessary resources to run a proper salvage operation here.""",,0:salSalvage:Begin salvage operations,
sal_optionSalvageDisabledRating,PopulateSalvageOptions2,"!$canSalvage
$canAffordSalvage
!$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""The salvage difficulty rating is too high for you to perform a proper salvage operation.""",,0:salSalvage:Begin salvage operations,
sal_optionSalvageDisabledBoth,PopulateSalvageOptions2,"!$canSalvage
!$canDoSalvageRating
!$canAffordSalvage","SetEnabled salSalvage false
SetTooltip salSalvage ""The salvage difficulty rating is too high for you to perform a proper salvage operation. In addition, your fleet does not have the necessary resources to run a proper salvage operation here.""",,0:salSalvage:Begin salvage operations,
sal_optionSalvageEnabled,PopulateSalvageOptions2,$canSalvage,,,0:salSalvage:Begin salvage operations,
sal_optionDemolish,PopulateSalvageOptions2,$customType != debris_field_shared,"SetTooltip salDemolish ""Scavenging through the resulting debris field will produce about half the salvage, compared to a proper salvage operation.""",,1:salDemolish:Pound it into scrap,
sal_optionCheckAccidents,DialogOptionSelected,$option == salSalvage,SalvageEntity checkAccidents,,,
sal_salvageOptionSelected,DialogOptionSelected,$option == salPerform,SalvageEntity performSalvage,,,
sal_demolishOptionSelected,DialogOptionSelected,$option == salDemolish,SetShortcut defaultLeave ESCAPE,Salvage crews set targeting beacons at key points in the structure.,"0:salDemolishConfirm:Give the order to fire
100:defaultLeave:Leave",
sal_demolishOptionConfirmed,DialogOptionSelected,$option == salDemolishConfirm,SalvageEntity demolish,,,
,,,,,,
,,,,,,
# CARGO PODS,,,,,,
pods_start,OpenInteractionDialog,$customType == cargo_pods,"ShowDefaultVisual
CargoPods printDesc
FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
pods_open,CargoPodsOptions,!$locked,,,0:podsOpen:Examine pod contents,
pods_leave,CargoPodsOptions,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:Leave,
pods_stabilize,CargoPodsOptions,,,,1:podsStabilize:Put the pods into a stable orbit,
pods_stabilizeDisable,CargoPodsOptionsUpdate,$inHyperspace,"SetEnabled podsStabilize false
SetTooltip podsStabilize ""Can not be done in hyperspace.""",,,
pods_stabilizeDisableDidAlready,CargoPodsOptionsUpdate,"!$inHyperspace
$stabilized
$daysLeft > 90","SetEnabled podsStabilize false
SetTooltip podsStabilize ""The pods are already in a semi-stable orbit and further efforts will not yield meaningful results.""",,,
pods_break,CargoPodsOptions,"$locked
!$canUnlock",,,"0:podsBreak:Blast the locks open
100:defaultLeave:Leave",
pods_unlock,CargoPodsOptions,"$locked
$canUnlock",,,"0:podsOpen:Transmit the keycode and examine the contents
100:defaultLeave:Leave",
pods_openOption,DialogOptionSelected,$option == podsOpen,"unset $locked
unset $trapped
CargoPods openCargo",,,
pods_breakOption,DialogOptionSelected,"$option == podsBreak
!$trapped","CargoPods breakLocks
unset $locked
unset $trapped",,,
pods_breakOption2,DialogOptionSelected,"$option == podsBreak
$trapped",CargoPods destroy,"Unfortunately, the pods were wired to explode unless the correct authorization code was given, and the cargo is destroyed in its entirety.",100:defaultLeave:Leave,
pods_stabilizeSel,DialogOptionSelected,$option == podsStabilize,"CargoPods computeStabilizeData
AddText ""Stabilizing the orbit of the cargo pods will require $stabilizeSupplies supplies and will put them on a stable orbit for approximately $stabilizeDays days.""
SetTextHighlights $stabilizeSupplies $stabilizeDays
AddText ""Adding or removing any cargo afterwards will destabilize the orbit.""
FireBest CargoPodsShowAvailableSupplies",,"0:podsStabConfirm:Proceed
1:podsStabAbort:Never mind",
pods_stabilizeSuppliesEnough,CargoPodsShowAvailableSupplies,$stabilizeSupplies < $player.supplies,SetTextHighlights $player.supplies,You have $player.supplies supplies available.,,
pods_stabilizeSuppliesNotEnough,CargoPodsShowAvailableSupplies,$stabilizeSupplies >= $player.supplies,"SetTextHighlightColors bad
SetTextHighlights $player.supplies
SetEnabled podsStabConfirm false",You have $player.supplies supplies available.,,
pods_stabConfirmSel,DialogOptionSelected,$option == podsStabConfirm,"CargoPods stabilize
FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
pods_stabAbortSel,DialogOptionSelected,$option == podsStabAbort,"FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
,,,,,,
,,,,,,
# luddic shrine interaction test by David! (Having some Fun.),,,,,,
shrineOpenDialog,OpenInteractionDialog,$tag:luddicShrine,"PrintDescription 1
AddText ""The landing bay is filled with parties of Luddic pilgrims dressed in traditional handweave meeting with subcurates. An attendant looks you over suspiciously and inquires about what business you have coming here.""
ShowDefaultVisual
FireBest ShrineMainOptions",,,
shrineMainOptions,ShrineMainOptions,,"SetShortcut shrineLeave ""ESCAPE""",,"0:shrineVisit:Visit
1:shrineMakeOffering:Make an offering
10:shrineLeave:Leave",
shrineVisit,DialogOptionSelected,$option == shrineVisit,"SetShortcut shrineLeave ""ESCAPE""","The attendant receives your request with only the subtlest disapproval. To your surprise, a subcurate approaches to escort you to the shrine's viewing chamber.

A vast, dim gallery opens upon a hundred-meter diamond plate window allowing a full view of the glory of Kumari Aru. Here, pilgrims quietly contemplate the miracle of Creation, taking in the sublime and terrible beauty of the gas giant looming below. Storm systems the size of a standard terrestrial worlds churn with slow majesty, inner-lit with green-violet sheet lightning, teeming with xenolife. Does something incomprehensible look up from the lee of a dark cloudbank at the bright point in that alien sky?

After a time, you return to your ship.",shrineLeave:Leave,
shrineLeave,DialogOptionSelected,$option == shrineLeave,DismissDialog,,,
,,,,,,
shrineOfferingAlreadyMade,DialogOptionSelected,"$option == shrineMakeOffering
$offeringMade score:100",,You've made a contribution recently so providing another at this time might be viewed as an unseemly act of pride.,,
shrineOfferingEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies >= 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10","You inquire with the subcurate about the possibility of contributing to the maintenance of this holy site. With a warm smile, the subcurate explains that an offering of 10 units of supplies would do much to assist the Church in its observance of sacred duties.","0:shrineGiveOffering:Give 10 supplies
1:shrineCancelOffering:Never mind",
shrineOfferingNotEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies < 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10","You inquire with the subcurate about the possibility of contributing to the maintenance of this holy site. An offering of 10 units of supplies would do much to assist the Church in its observance of sacred duties. Unfortunately you do not have enough supplies on hand.

The subcurate gives a sad smile. ""I see that your intent is good. Perhaps you would like to attend the free lunch we offer?""",,
shrineGiveOffering,DialogOptionSelected,$option == shrineGiveOffering,"AddText ""A subcurate accepts your offering with prayer and thanks.""
AddRemoveCommodity supplies -10 true
AdjustRep luddic_church SHRINE_OFFERING
$offeringMade = true 60
FireBest ShrineMainOptions",,,
shrineCancelOffering,DialogOptionSelected,$option == shrineCancelOffering,FireBest ShrineMainOptions,,,
,,,,,,
# AnalyzeEntityMission entity interaction,,,,,,
aem_runSensorPackageOptionHostile,OpenInteractionDialog,"$aem_target score:1000
HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","Your $shipOrFleet gets within range of the $nameInText that you've been contracted to run a black-box sensor package on.

However, a hostile fleet is tracking your movements, leaving you no time to stop and run the sensor package.",100:defaultLeave:Leave,
aem_runSensorPackageOption,OpenInteractionDialog,"$aem_target score:1000
!HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE",Your $shipOrFleet gets within range of the $nameInText that you've been contracted to run a black-box sensor package on.,"0:aem_runPackage:Run the sensor package
100:defaultLeave:Leave",
aem_runSensorPackageOptionSel,DialogOptionSelected,$option == aem_runPackage,CallEvent $aem_eventRef runPackage,"You tap a button to execute the black-box sensor package and wait for it to finish. On completion, it provides an escrow key that authorizes the agreed-upon payment to be transferred to your account.

Presumably, it will transmit the scan results on a secure channel when you're near a comm relay, and then delete itself from your systems.",0:aem_continue:Continue,
aem_continueOptionSel,DialogOptionSelected,$option == aem_continue,FireBest OpenInteractionDialog,,,
,,,,,,
# SurveyPlanetMission,,,,,,
aem_planetApproach,OtherPlanetInteractionText,"$market.isPlanetConditionMarketOnly
!$market.isSurveyed
$spm_target",,It's the planet you've been contracted to run a full survey on.,,
aem_surveyFinished,PopulateOptions,"$market.isPlanetConditionMarketOnly
$market.isSurveyed
$spm_target",CallEvent $spm_eventRef finishedSurvey,"Once you have the survey data, the mission adjunct in your system provides an escrow key that authorizes the agreed-upon payment to be transferred to your account.

Presumably, it will transmit the survey data on a secure channel when you're near a comm relay, and then delete itself from your systems.",,
,,,,,,
# turning AI cores in,,,,,,
aiCores_turnInOption,PopulateOptions,"$isPerson
AICores personCanAcceptCores",FireBest DisableTurnInCoresOptionIfNeeded,,"10:aiCores_startTurnIn:""I'd like to turn in these AI cores that I've acquired...""",
aiCores_disableTurnInOption,DisableTurnInCoresOptionIfNeeded,!AICores playerHasCores,"SetTooltip aiCores_startTurnIn ""You do not have any AI cores in your posession.""
SetEnabled aiCores_startTurnIn false",,,
